DIETARY SUPPLEMENT\HERBALS,Hepatic enzyme increased,2
DIETARY SUPPLEMENT\HERBALS,Stomatitis,4
DIETARY SUPPLEMENT\HERBALS,Intentional product use issue,3
DIETARY SUPPLEMENT\HERBALS,Ear pain,3
DIETARY SUPPLEMENT\HERBALS,Vomiting,3
DIETARY SUPPLEMENT\HERBALS,Swollen joint count increased,3
DIETARY SUPPLEMENT\HERBALS,Nasopharyngitis,2
DIETARY SUPPLEMENT\HERBALS,Anti-cyclic citrullinated peptide antibody positive,4
DIETARY SUPPLEMENT\HERBALS,Liver injury,3
DIETARY SUPPLEMENT\HERBALS,Dyspepsia,3
DIETARY SUPPLEMENT\HERBALS,Lower respiratory tract infection,4
DIETARY SUPPLEMENT\HERBALS,Abdominal pain,3
DIETARY SUPPLEMENT\HERBALS,Helicobacter infection,2
DIETARY SUPPLEMENT\HERBALS,Mobility decreased,3
DIETARY SUPPLEMENT\HERBALS,Joint stiffness,3
DIETARY SUPPLEMENT\HERBALS,Gait inability,3
DIETARY SUPPLEMENT\HERBALS,Folliculitis,4
DIETARY SUPPLEMENT\HERBALS,Wound infection,3
DIETARY SUPPLEMENT\HERBALS,Product use in unapproved indication,3
DIETARY SUPPLEMENT\HERBALS,Product quality issue,3
DIETARY SUPPLEMENT\HERBALS,Impaired healing,2
DIETARY SUPPLEMENT\HERBALS,Fatigue,4
DIETARY SUPPLEMENT\HERBALS,Type 2 diabetes mellitus,3
DIETARY SUPPLEMENT\HERBALS,Paraesthesia,2
DIETARY SUPPLEMENT\HERBALS,Swelling,3
DIETARY SUPPLEMENT\HERBALS,Dyspnoea,5
DIETARY SUPPLEMENT\HERBALS,Bursitis,2
DIETARY SUPPLEMENT\HERBALS,Infusion related reaction,4
DIETARY SUPPLEMENT\HERBALS,Abdominal pain upper,3
DIETARY SUPPLEMENT\HERBALS,Confusional state,2
DIETARY SUPPLEMENT\HERBALS,Drug tolerance,3
DIETARY SUPPLEMENT\HERBALS,Lip dry,4
DIETARY SUPPLEMENT\HERBALS,Respiratory disorder,3
DIETARY SUPPLEMENT\HERBALS,Joint range of motion decreased,3
DIETARY SUPPLEMENT\HERBALS,Facet joint syndrome,3
DIETARY SUPPLEMENT\HERBALS,Obesity,2
DIETARY SUPPLEMENT\HERBALS,Red blood cell sedimentation rate increased,3
DIETARY SUPPLEMENT\HERBALS,Taste disorder,3
DIETARY SUPPLEMENT\HERBALS,Treatment failure,3
DIETARY SUPPLEMENT\HERBALS,Glossodynia,2
DIETARY SUPPLEMENT\HERBALS,Adjustment disorder with depressed mood,3
DIETARY SUPPLEMENT\HERBALS,Discomfort,2
